Percent-of-Population-Under-15-(2013-2017),Percent-of-Population-Aged-15-to-64-(2013-2017),Percent-of-Population-65+-(2013-2017),Percent-of-Population-White-(non-Hispanic)-(2013-2017),Percent-of-Populaiton-Black-(non-Hispanic)-(2013-2017),Percent-of-Population-Hispanic-or-Latino-(2013-2017),Percent-of-Population-Asian-(non-Hispanic)-(2013-2017),Percent-of-Population-Native-American/Alaska-Native-(non-Hispanic)-(2013-2017),Percent-of-Population-Native-Hawaiian/Pacific-Islander-(2013-2017),Percent-of-Population-Aged-25+-who-Have-at-Least-a-High-School-Diploma-(2013-2017),Percent-of-Population-Aged-25+-who-Have-a-Bachelor's-Degree-or-More-(2013-2017),Poverty-Rate-(2013-2017),Median-Household-Income-(2013-2017),Unemployment-Rate-(2013-2017),Percent-of-Residents-with-a-Disability-(Aged-18-64)-(2013-2017),Percent-of-Popualtion-Employed-in-Mining-and-Natural-Resources-(2013-2017),Percent-of-Popualtion-Employed-in-Construction-(2013-2017),Percent-of-Popualtion-Employed-in-Trade-Transportation-and-Utilities-(2013-2017),Number-of-Substance-Use-Facilities-(As-of-March-2023),Number-of-Mental-Health-Facilities-(As-of-March-2023),MDsPerCapita,Urbanicity,Social-Resilience-Score,Economic-Risk-Score,Social-Risk-Score,Economic-Resilience-Score,Prosperity-Index-Score,death-rate-2013-2016,goodsam-law,goodsam-cs_Arrest,goodsam-cs_Charge,goodsam-cs_Prosecution,goodsam-cs_Law provides an affirmative defense,goodsam-cs_None,goodsam-paraphernalia_Arrest,goodsam-paraphernalia_Charge,goodsam-paraphernalia_Prosecution,goodsam-paraphernalia_Law provides an affirmative defense,goodsam-paraphernalia_None,goodsam-paroleyn,goodsam-parole_Protection from arrest,goodsam-parole_Protection from charge,goodsam-parole_Protection from prosecution,goodsam-parole_Protection from revocation of probation and/or parole,goodsam-parole_General protection from sanctions for violation of probation and/or parole,goodsam-mitigation,goodsam-mit-type_Controlled substances offenses,goodsam-mit-type_Alcohol-related offenses,goodsam-mit-type_Other offenses beyond controlled substances and alcohol-related violations
0.1863,0.6698,0.1439,0.8432,0.0326,0.0938,0.0139,0.0018,0.0007,0.9173,0.2613,0.1078,64874.0,0.0629,0.0898,0.0012,0.0618,0.1998,10.0,6.0,5.99,Urban,3.0,3.0,1.0,3.0,2.0,67.65818843703597,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
0.1843,0.6517,0.1639,0.963,0.0135,0.0107,0.0048,0.0,0.0,0.9432,0.2056,0.0972,59918.0,0.0458,0.1032,0.0156,0.0571,0.2227,1.0,1.0,0.0,Urban,4.0,3.0,2.0,4.0,3.0,23.50452462098954,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
0.1564,0.6929,0.1507,0.9196,0.0347,0.0262,0.0089,0.0008,0.0,0.884,0.1503,0.1032,52465.0,0.0646,0.1328,0.0111,0.0296,0.2016,3.0,3.0,2.66,Urban,4.0,2.0,2.0,4.0,3.0,23.91963004305533,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
0.1993,0.6574,0.1433,0.7403,0.1275,0.0814,0.0207,0.003,0.0009,0.8771,0.2825,0.1716,46174.0,0.0755,0.1147,0.0015,0.0375,0.1913,8.0,4.0,7.84,Urban,3.0,2.0,2.0,4.0,3.0,61.63708087,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
0.1856,0.6554,0.1591,0.9631,0.0022,0.0185,0.004,0.0019,0.0,0.8461,0.1299,0.1403,46368.0,0.0675,0.1512,0.0042,0.02,0.1605,5.0,3.0,8.43,Urban,5.0,3.0,4.0,5.0,5.0,139.0410382,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
0.1929,0.6519,0.1552,0.9281,0.0129,0.0393,0.0066,0.0008,0.0,0.8774,0.1663,0.1252,52651.0,0.0772,0.1116,0.0128,0.0477,0.1897,4.0,2.0,4.5,Urban,4.0,2.0,2.0,3.0,3.0,22.52049364922079,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
0.1695,0.6674,0.1631,0.923,0.0442,0.0166,0.0032,0.002,0.0,0.8638,0.1266,0.1731,43786.0,0.0565,0.1483,0.1249,0.0194,0.1949,1.0,1.0,0.0,Urban,5.0,4.0,3.0,5.0,4.0,23.780081803481405,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
0.1751,0.7224,0.1024,0.7776,0.0466,0.0798,0.0758,0.0011,0.0002,0.9074,0.3528,0.2176,47406.0,0.0617,0.0819,0.0034,0.0342,0.1578,11.0,6.0,9.81,Urban,3.0,2.0,1.0,4.0,2.0,29.44432024515123,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
0.1791,0.6475,0.1734,0.9617,0.0017,0.0001,0.0055,0.0,0.0,0.8816,0.1856,0.0952,45104.0,0.054,0.1306,0.0131,0.0317,0.2076,0.0,0.0,13.79,Urban,4.0,1.0,3.0,4.0,3.0,27.582402427251413,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
0.1843,0.6627,0.1529,0.8438,0.0894,0.0248,0.0106,0.0021,0.0011,0.8978,0.249,0.1698,43311.0,0.0573,0.1304,0.0024,0.0642,0.2053,14.0,9.0,8.26,Urban,2.0,2.0,2.0,3.0,2.0,53.93743257820928,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
0.1807,0.6324,0.1868,0.97,0.0037,0.011,0.001,0.0029,0.0,0.8898,0.1298,0.1343,44409.0,0.0624,0.1566,0.0211,0.1448,0.2138,3.0,3.0,6.35,Urban,4.0,3.0,3.0,4.0,4.0,25.393600812595228,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
0.1732,0.6803,0.1465,0.8602,0.0584,0.0251,0.019,0.0023,0.0004,0.8769,0.2318,0.2031,41221.0,0.0813,0.1578,0.0027,0.0397,0.1861,10.0,5.0,12.95,Urban,3.0,3.0,2.0,4.0,3.0,21.276792569774003,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
0.2022,0.6371,0.1607,0.9312,0.015,0.0171,0.0218,0.0015,0.0003,0.9282,0.28,0.0954,61542.0,0.0452,0.0944,0.0226,0.0718,0.1641,2.0,3.0,8.14,Urban,2.0,1.0,1.0,3.0,1.0,14.651537597473425,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
0.1925,0.6528,0.1546,0.9701,0.0005,0.0128,0.0016,0.0034,0.0,0.8551,0.1271,0.1494,44883.0,0.0866,0.1657,0.0154,0.0475,0.1812,2.0,1.0,7.2,Urban,5.0,3.0,4.0,4.0,4.0,71.96315486470927,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
0.2045,0.6219,0.1737,0.9525,0.0063,0.0259,0.0069,0.0032,0.0,0.9119,0.174,0.1257,51568.0,0.038,0.1016,0.0167,0.0345,0.2636,1.0,1.0,3.59,Urban,4.0,2.0,2.0,3.0,3.0,25.147291277482395,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
0.1919,0.6458,0.1623,0.9587,0.0039,0.0184,0.0037,0.0032,0.0,0.9014,0.1829,0.0876,54837.0,0.0471,0.1519,0.006,0.0423,0.154,2.0,1.0,3.0,Urban,4.0,2.0,2.0,4.0,3.0,23.98512921988367,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
0.2035,0.6284,0.1681,0.9676,0.0054,0.0138,0.0028,0.0004,0.0,0.9278,0.2175,0.0921,61222.0,0.0382,0.0851,0.0429,0.062,0.2456,0.0,1.0,0.0,Urban,3.0,1.0,1.0,3.0,2.0,23.32814930015552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1816,0.6702,0.1482,0.8258,0.0883,0.0414,0.0195,0.0021,0.0023,0.9082,0.2698,0.1542,50348.0,0.0627,0.0934,0.0034,0.0345,0.2001,8.0,4.0,9.03,Urban,2.0,3.0,2.0,4.0,2.0,15.81075281770202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1805,0.6345,0.185,0.9552,0.0107,0.0137,0.0088,0.0024,0.0016,0.9531,0.2785,0.073,64264.0,0.0322,0.0681,0.0095,0.0412,0.1641,2.0,0.0,0.0,Urban,2.0,1.0,1.0,3.0,1.0,24.32794063982484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2432,0.6442,0.1126,0.8653,0.0114,0.0612,0.0382,0.0005,0.001,0.9554,0.4742,0.0571,78918.0,0.0217,0.0582,0.0135,0.0334,0.1979,3.0,1.0,1.28,Urban,2.0,1.0,1.0,2.0,1.0,17.931705817557702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1917,0.6466,0.1617,0.9181,0.0265,0.0221,0.0128,0.0004,0.0035,0.9235,0.292,0.1253,56154.0,0.0395,0.084,0.0035,0.0421,0.2137,2.0,2.0,5.19,Urban,2.0,1.0,1.0,3.0,2.0,30.09578762751793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1931,0.6095,0.1974,0.972,0.0034,0.0122,0.0062,0.0003,0.0,0.9535,0.2514,0.0595,61606.0,0.0377,0.0805,0.084,0.1271,0.2021,0.0,0.0,0.0,Urban,3.0,2.0,2.0,3.0,2.0,24.246342843287803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1832,0.604,0.2128,0.9574,0.0024,0.0238,0.0007,0.0029,0.0,0.9206,0.2054,0.1057,52702.0,0.033,0.0941,0.0624,0.0755,0.157,2.0,0.0,0.0,Urban,2.0,2.0,2.0,2.0,2.0,28.06098587597044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.186,0.6244,0.1896,0.9651,0.0005,0.0159,0.0031,0.0046,0.0005,0.9098,0.1744,0.1051,55845.0,0.0283,0.117,0.0199,0.0302,0.2287,0.0,0.0,0.0,Urban,3.0,2.0,2.0,3.0,2.0,27.903732124171608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1716,0.7303,0.0982,0.8033,0.0602,0.0532,0.0615,0.0011,0.0011,0.9474,0.5243,0.1788,56808.0,0.0321,0.0562,0.0027,0.0341,0.181,4.0,4.0,13.38,Urban,1.0,2.0,1.0,3.0,1.0,27.46362829739589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1792,0.6344,0.1864,0.9459,0.0203,0.0166,0.0051,0.0054,0.0,0.9206,0.1673,0.1063,55507.0,0.0445,0.0983,0.0225,0.0774,0.2187,1.0,0.0,0.0,Urban,4.0,2.0,2.0,2.0,2.0,24.41287046530931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1982,0.6592,0.1426,0.8773,0.0449,0.0299,0.0212,0.0017,0.0002,0.9463,0.3223,0.0937,60989.0,0.0423,0.0852,0.0021,0.0521,0.2248,8.0,8.0,3.67,Urban,2.0,2.0,1.0,3.0,2.0,33.47456849905537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2115,0.6281,0.1604,0.9639,0.0045,0.016,0.0102,0.0002,0.0,0.9436,0.2246,0.0683,60326.0,0.0476,0.0986,0.0566,0.075,0.2242,2.0,1.0,0.0,Urban,2.0,1.0,1.0,2.0,1.0,25.54115318306621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1938,0.65,0.1563,0.9474,0.0075,0.0275,0.0015,0.0082,0.0,0.9327,0.2391,0.0823,66203.0,0.0385,0.1667,0.009,0.0364,0.1601,0.0,0.0,0.0,Urban,3.0,1.0,2.0,3.0,2.0,26.952361700694023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2043,0.6188,0.1768,0.9342,0.0049,0.0403,0.0057,0.0017,0.0023,0.9205,0.1953,0.0862,60339.0,0.0355,0.0762,0.0316,0.0384,0.2431,2.0,1.0,16.02,Urban,3.0,2.0,2.0,2.0,2.0,24.02691013935608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2136,0.6692,0.1172,0.7906,0.0622,0.0799,0.0409,0.0018,0.0008,0.9172,0.3557,0.1243,61684.0,0.0518,0.0994,0.0012,0.0522,0.1915,18.0,11.0,5.01,Urban,1.0,1.0,1.0,3.0,1.0,35.93526425486596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1976,0.6455,0.1569,0.887,0.0141,0.0724,0.0067,0.0028,0.0001,0.9001,0.2066,0.1176,53260.0,0.0489,0.1328,0.0108,0.0578,0.2366,4.0,5.0,3.22,Urban,3.0,2.0,2.0,4.0,3.0,21.459687976136827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.201,0.6548,0.1441,0.8102,0.0767,0.0628,0.024,0.0026,0.0,0.9298,0.3192,0.1216,56454.0,0.0489,0.0872,0.0022,0.0584,0.2144,7.0,3.0,3.51,Urban,2.0,2.0,2.0,3.0,2.0,42.66111877322986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1433,0.7492,0.1075,0.8503,0.0212,0.0315,0.0687,0.0022,0.0002,0.9635,0.5025,0.2235,51201.0,0.052,0.0513,0.0168,0.0476,0.1549,6.0,2.0,2.11,Urban,2.0,3.0,1.0,4.0,2.0,14.762637872492988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.207,0.6442,0.1488,0.9491,0.0039,0.0242,0.0047,0.0021,0.0011,0.9557,0.2885,0.0734,67090.0,0.0523,0.0896,0.0051,0.0845,0.209,3.0,1.0,0.0,Urban,2.0,1.0,1.0,4.0,2.0,18.68382811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.205,0.61,0.185,0.918,0.0079,0.0563,0.0047,0.0022,0.0005,0.9083,0.209,0.09,56864.0,0.0424,0.0994,0.0325,0.0987,0.1936,0.0,0.0,0.0,Urban,3.0,1.0,2.0,3.0,2.0,22.60908885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2203,0.6431,0.1366,0.7522,0.0293,0.1526,0.0272,0.0138,0.0009,0.8571,0.2168,0.1416,49010.0,0.05,0.1095,0.0046,0.075,0.2318,11.0,2.0,5.86,Urban,3.0,2.0,2.0,3.0,2.0,10.739460683810751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2089,0.6518,0.1393,0.8985,0.0214,0.0441,0.0079,0.0091,0.0002,0.9276,0.2861,0.097,60338.0,0.0531,0.0979,0.0137,0.0675,0.1576,2.0,0.0,0.0,Urban,3.0,2.0,2.0,3.0,2.0,25.654955933840395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1655,0.6608,0.1736,0.9031,0.0376,0.0266,0.0023,0.0094,0.0,0.907,0.1688,0.1219,49375.0,0.0508,0.1078,0.0272,0.0441,0.1898,0.0,0.0,0.0,Urban,4.0,2.0,2.0,4.0,3.0,25.664057487488773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.159,0.7366,0.1044,0.7976,0.0375,0.0577,0.0458,0.0212,0.0003,0.9505,0.497,0.1922,52698.0,0.0527,0.0861,0.0021,0.0347,0.162,3.0,1.0,4.3,Urban,2.0,2.0,1.0,4.0,2.0,25.783828382838283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2079,0.6113,0.1808,0.8366,0.0159,0.1138,0.0069,0.0043,0.0011,0.9068,0.2768,0.125,52463.0,0.037,0.1234,0.0064,0.0492,0.1368,3.0,3.0,8.62,Urban,2.0,1.0,3.0,4.0,2.0,25.851668868845863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2088,0.6171,0.1741,0.8462,0.0058,0.0421,0.0061,0.0599,0.0033,0.9467,0.2043,0.082,54700.0,0.0516,0.1534,0.0029,0.0266,0.128,1.0,0.0,0.0,Urban,4.0,2.0,2.0,4.0,3.0,22.44668911335578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.19,0.6352,0.1748,0.9417,0.0059,0.0238,0.0,0.0063,0.0,0.9231,0.2057,0.0913,56777.0,0.0705,0.1257,0.0702,0.1574,0.1286,0.0,0.0,0.0,Urban,4.0,2.0,2.0,3.0,3.0,26.483050847457623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2109,0.6622,0.1269,0.809,0.0439,0.0733,0.0453,0.0023,0.0003,0.9575,0.5358,0.0604,78186.0,0.041,0.0716,0.0012,0.0393,0.2092,23.0,7.0,7.16,Urban,1.0,1.0,1.0,2.0,1.0,23.05966863954943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1808,0.6053,0.2138,0.9424,0.0043,0.0305,0.0001,0.0061,0.0,0.9174,0.2347,0.0877,56142.0,0.0555,0.1114,0.0518,0.0866,0.1439,0.0,1.0,0.0,Urban,3.0,2.0,4.0,3.0,3.0,25.98414966870209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2019,0.6717,0.1264,0.7933,0.0858,0.067,0.0155,0.0049,0.0015,0.9147,0.3006,0.0991,66046.0,0.0502,0.1365,0.0026,0.0514,0.1284,2.0,2.0,6.35,Urban,3.0,2.0,1.0,4.0,2.0,26.65482007996446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1906,0.6056,0.2038,0.9413,0.0061,0.0243,0.0035,0.0083,0.0,0.8896,0.1599,0.1495,45790.0,0.0656,0.1766,0.0526,0.0997,0.2612,1.0,1.0,0.0,Urban,4.0,3.0,4.0,4.0,4.0,20.999580008399832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2122,0.6331,0.1547,0.9319,0.0137,0.0292,0.0035,0.0062,0.0,0.9469,0.247,0.0958,63353.0,0.0426,0.0948,0.0168,0.0782,0.1792,4.0,2.0,6.1,Urban,3.0,1.0,2.0,2.0,2.0,42.699850550523074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1947,0.6225,0.1829,0.9389,0.0026,0.0279,0.0026,0.0047,0.0,0.9103,0.1994,0.1158,52171.0,0.0786,0.1563,0.0338,0.035,0.1794,0.0,0.0,0.0,Urban,4.0,3.0,3.0,5.0,3.0,24.998437597650145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2477,0.6198,0.1325,0.899,0.0124,0.0524,0.0079,0.0084,0.0,0.9535,0.32,0.0903,62500.0,0.0433,0.0826,0.0153,0.0725,0.2443,0.0,0.0,0.0,Urban,2.0,1.0,1.0,2.0,1.0,26.17801047120419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1535,0.7669,0.0796,0.7735,0.0625,0.0778,0.0484,0.0034,0.002,0.956,0.4602,0.2168,46609.0,0.0574,0.0778,0.0101,0.0487,0.1566,1.0,1.0,2.67,Urban,3.0,4.0,1.0,5.0,3.0,11.995841441633567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2222,0.6502,0.1276,0.6897,0.0889,0.1389,0.0427,0.0071,0.0003,0.8898,0.3004,0.1505,51157.0,0.0598,0.1029,0.0042,0.0519,0.1828,26.0,6.0,5.71,Urban,3.0,3.0,2.0,4.0,3.0,23.808539985557463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2026,0.6371,0.1603,0.7478,0.0733,0.1171,0.0114,0.0073,0.0004,0.9111,0.2925,0.1447,52088.0,0.0596,0.1282,0.0018,0.0454,0.1564,6.0,3.0,4.48,Urban,2.0,2.0,2.0,3.0,2.0,28.56070830556597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2053,0.6224,0.1722,0.9023,0.0095,0.0524,0.0026,0.0124,0.0,0.9127,0.1943,0.1251,50950.0,0.0596,0.1122,0.018,0.0177,0.1336,1.0,1.0,0.0,Urban,4.0,2.0,2.0,4.0,3.0,25.52214045684632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2079,0.6144,0.1777,0.9313,0.003,0.0339,0.002,0.003,0.0,0.9436,0.2373,0.0672,57791.0,0.0466,0.1142,0.0432,0.089,0.105,0.0,0.0,0.0,Urban,3.0,2.0,2.0,4.0,3.0,28.735632183908045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2407,0.6472,0.1121,0.4198,0.2333,0.276,0.0361,0.0045,0.0017,0.781,0.1627,0.2274,40757.0,0.0933,0.134,0.0006,0.043,0.2504,4.0,4.0,3.71,Urban,4.0,3.0,3.0,4.0,4.0,11.74456195874568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1983,0.6431,0.1586,0.9551,0.0152,0.0185,0.0035,0.0,0.0,0.7641,0.1363,0.1698,41166.0,0.0712,0.2001,0.0037,0.0094,0.2464,3.0,1.0,0.0,Urban,5.0,3.0,3.0,4.0,4.0,58.763038049067134,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2277,0.661,0.1113,0.8872,0.0273,0.0397,0.0243,0.0009,0.0,0.9239,0.3106,0.0792,69165.0,0.0531,0.0912,0.0009,0.026,0.3499,6.0,1.0,4.77,Urban,3.0,1.0,1.0,3.0,2.0,93.90717514483988,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1874,0.6383,0.1743,0.8521,0.0717,0.0663,0.0027,0.0,0.0,0.8403,0.1778,0.1703,44232.0,0.0769,0.1337,0.1339,0.0248,0.2092,3.0,2.0,25.0,Urban,4.0,4.0,3.0,4.0,4.0,59.9880024,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1743,0.6474,0.1784,0.9341,0.0257,0.0161,0.0032,0.0012,0.0,0.8919,0.1914,0.1898,44140.0,0.0851,0.185,0.0049,0.0605,0.2113,16.0,3.0,57.48,Urban,2.0,3.0,4.0,3.0,3.0,156.0062402,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
