percent_of_population_under_15_(2013_2017),percent_of_population_aged_15_to_64_(2013_2017),percent_of_population_65plus_(2013_2017),percent_of_population_white_(non_hispanic)_(2013_2017),percent_of_populaiton_black_(non_hispanic)_(2013_2017),percent_of_population_hispanic_or_latino_(2013_2017),percent_of_population_asian_(non_hispanic)_(2013_2017),percent_of_population_native_american_alaska_native_(non_hispanic)_(2013_2017),percent_of_population_native_hawaiian_pacific_islander_(2013_2017),percent_of_population_aged_25plus_who_have_at_least_a_high_school_diploma_(2013_2017),percent_of_population_aged_25plus_who_have_a_bachelor's_degree_or_more_(2013_2017),poverty_rate_(2013_2017),median_household_income_(2013_2017),unemployment_rate_(2013_2017),percent_of_residents_with_a_disability_(aged_18_64)_(2013_2017),percent_of_popualtion_employed_in_mining_and_natural_resources_(2013_2017),percent_of_popualtion_employed_in_construction_(2013_2017),percent_of_popualtion_employed_in_trade_transportation_and_utilities_(2013_2017),number_of_substance_use_facilities_(as_of_march_2023),number_of_mental_health_facilities_(as_of_march_2023),mdspercapita,urbanicity,social_resilience_score,economic_risk_score,social_risk_score,economic_resilience_score,prosperity_index_score,delta_death_rate,m_enforce,ad_providers_Physicians,m_providers_Physicians,PDMP_any,PDMP_strestOnly if other state has PDMP laws consistent with or similar to this state,m_disc_specifics_Risks of the use of the drug,mmps-cann_THC,mmps-cpa_Independent third parties,PDMP_regkindPhysician prescribers,PDMP_Medicaid,m_write,PDMP_regawhen_Prior to accessing the PDMP,PDMP_proactNo action specified in the law,PDMP_regkindPhysician assistants,ad_disc_specifics_Risks of the use of the drug,PDMP_regkind_Optometrists,PDMP_agency_Professional licensing authority,PDMP_strest_Must have bilateral memorandum of understanding or data sharing agreement,mmps-label_Product potency,PDMP_leowhenActive investigations,PDMP_regkindNurse Practitioners,diff_std,m_law,PDMP_regkind_Pharmacists,PDMP_drepschSchedule V,PDMP_regkind_Podiatrists,ad_write,adult_law,PDMP_regkind_Dentists,PDMP_mimm,PDMP_agencyDepartment of Health 
0.211,0.6759,0.1131,0.5732,0.2711,0.0983,0.0269,0.0023,0.0002,0.8566,0.2902,0.2054,43369.0,0.0901,0.124,0.0011,0.043,0.1979,50.0,26.0,14.16,1.0,2.0,3.0,2.0,4.0,3.0,111.64178740735292,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0
0.1337,0.7536,0.1128,0.8451,0.0302,0.0326,0.0622,0.0022,0.0004,0.9223,0.4514,0.2497,43389.0,0.0662,0.0882,0.0045,0.0347,0.1544,12.0,6.0,10.47,1.0,2.0,3.0,1.0,4.0,2.0,39.27633338892464,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0
0.1928,0.6572,0.15,0.9643,0.0034,0.0141,0.0067,0.0007,0.0,0.8841,0.1553,0.1253,57521.0,0.0637,0.1404,0.0083,0.0817,0.1943,4.0,4.0,2.88,1.0,4.0,1.0,2.0,3.0,3.0,32.05465464621892,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0
0.1809,0.6437,0.1754,0.9194,0.0034,0.0591,0.005,0.0014,0.0016,0.8583,0.1054,0.133,50058.0,0.0722,0.117,0.1165,0.0422,0.1766,0.0,0.0,7.13,1.0,5.0,2.0,3.0,4.0,3.0,115.72150568811476,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0
0.1706,0.6355,0.1939,0.968,0.0232,0.0062,0.0,0.0,0.0,0.8859,0.1385,0.067,54653.0,0.0591,0.1048,0.0,0.0155,0.1022,0.0,0.0,0.0,1.0,4.0,2.0,3.0,4.0,3.0,0.4044512897825285,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0
0.1739,0.6531,0.173,0.9653,0.0047,0.0117,0.0049,0.0028,0.0,0.8427,0.1201,0.1478,45388.0,0.0681,0.1688,0.0043,0.0289,0.1263,3.0,2.0,0.0,1.0,4.0,3.0,3.0,5.0,4.0,32.624459713786806,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0
0.1863,0.6698,0.1439,0.8432,0.0326,0.0938,0.0139,0.0018,0.0007,0.9173,0.2613,0.1078,64874.0,0.0629,0.0898,0.0012,0.0618,0.1998,10.0,6.0,5.99,1.0,3.0,3.0,1.0,3.0,2.0,10.089225301048074,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0
0.1843,0.6517,0.1639,0.963,0.0135,0.0107,0.0048,0.0,0.0,0.9432,0.2056,0.0972,59918.0,0.0458,0.1032,0.0156,0.0571,0.2227,1.0,1.0,0.0,1.0,4.0,3.0,2.0,4.0,3.0,12.067191911953824,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0
0.1564,0.6929,0.1507,0.9196,0.0347,0.0262,0.0089,0.0008,0.0,0.884,0.1503,0.1032,52465.0,0.0646,0.1328,0.0111,0.0296,0.2016,3.0,3.0,2.66,1.0,4.0,2.0,2.0,4.0,3.0,24.94295750241402,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0
0.1993,0.6574,0.1433,0.7403,0.1275,0.0814,0.0207,0.003,0.0009,0.8771,0.2825,0.1716,46174.0,0.0755,0.1147,0.0015,0.0375,0.1913,8.0,4.0,7.84,1.0,3.0,2.0,2.0,4.0,3.0,12.981829693905771,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0
0.1856,0.6554,0.1591,0.9631,0.0022,0.0185,0.004,0.0019,0.0,0.8461,0.1299,0.1403,46368.0,0.0675,0.1512,0.0042,0.02,0.1605,5.0,3.0,8.43,1.0,5.0,3.0,4.0,5.0,5.0,42.103465711074506,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0
0.1929,0.6519,0.1552,0.9281,0.0129,0.0393,0.0066,0.0008,0.0,0.8774,0.1663,0.1252,52651.0,0.0772,0.1116,0.0128,0.0477,0.1897,4.0,2.0,4.5,1.0,4.0,2.0,2.0,3.0,3.0,64.48452587113616,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0
0.1695,0.6674,0.1631,0.923,0.0442,0.0166,0.0032,0.002,0.0,0.8638,0.1266,0.1731,43786.0,0.0565,0.1483,0.1249,0.0194,0.1949,1.0,1.0,0.0,1.0,5.0,4.0,3.0,5.0,4.0,9.851127959178346,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0
0.1751,0.7224,0.1024,0.7776,0.0466,0.0798,0.0758,0.0011,0.0002,0.9074,0.3528,0.2176,47406.0,0.0617,0.0819,0.0034,0.0342,0.1578,11.0,6.0,9.81,1.0,3.0,2.0,1.0,4.0,2.0,34.00984487549235,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0
0.1791,0.6475,0.1734,0.9617,0.0017,0.0001,0.0055,0.0,0.0,0.8816,0.1856,0.0952,45104.0,0.054,0.1306,0.0131,0.0317,0.2076,0.0,0.0,13.79,1.0,4.0,1.0,3.0,4.0,3.0,14.683024453560083,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0
0.1843,0.6627,0.1529,0.8438,0.0894,0.0248,0.0106,0.0021,0.0011,0.8978,0.249,0.1698,43311.0,0.0573,0.1304,0.0024,0.0642,0.2053,14.0,9.0,8.26,1.0,2.0,2.0,2.0,3.0,2.0,24.52885752446469,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0
0.1807,0.6324,0.1868,0.97,0.0037,0.011,0.001,0.0029,0.0,0.8898,0.1298,0.1343,44409.0,0.0624,0.1566,0.0211,0.1448,0.2138,3.0,3.0,6.35,1.0,4.0,3.0,3.0,4.0,4.0,13.373602133712192,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0
0.1732,0.6803,0.1465,0.8602,0.0584,0.0251,0.019,0.0023,0.0004,0.8769,0.2318,0.2031,41221.0,0.0813,0.1578,0.0027,0.0397,0.1861,10.0,5.0,12.95,1.0,3.0,3.0,2.0,4.0,3.0,16.27378336218436,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0
0.2022,0.6371,0.1607,0.9312,0.015,0.0171,0.0218,0.0015,0.0003,0.9282,0.28,0.0954,61542.0,0.0452,0.0944,0.0226,0.0718,0.1641,2.0,3.0,8.14,1.0,2.0,1.0,1.0,3.0,1.0,41.97449464790604,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0
0.1925,0.6528,0.1546,0.9701,0.0005,0.0128,0.0016,0.0034,0.0,0.8551,0.1271,0.1494,44883.0,0.0866,0.1657,0.0154,0.0475,0.1812,2.0,1.0,7.2,1.0,5.0,3.0,4.0,4.0,4.0,38.65236699077691,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0
0.2045,0.6219,0.1737,0.9525,0.0063,0.0259,0.0069,0.0032,0.0,0.9119,0.174,0.1257,51568.0,0.038,0.1016,0.0167,0.0345,0.2636,1.0,1.0,3.59,1.0,4.0,2.0,2.0,3.0,3.0,53.136166,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0
0.1919,0.6458,0.1623,0.9587,0.0039,0.0184,0.0037,0.0032,0.0,0.9014,0.1829,0.0876,54837.0,0.0471,0.1519,0.006,0.0423,0.154,2.0,1.0,3.0,1.0,4.0,2.0,2.0,4.0,3.0,20.07032190793588,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0
0.2035,0.6284,0.1681,0.9676,0.0054,0.0138,0.0028,0.0004,0.0,0.9278,0.2175,0.0921,61222.0,0.0382,0.0851,0.0429,0.062,0.2456,0.0,1.0,0.0,1.0,3.0,1.0,1.0,3.0,2.0,11.754099082163028,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
0.1816,0.6702,0.1482,0.8258,0.0883,0.0414,0.0195,0.0021,0.0023,0.9082,0.2698,0.1542,50348.0,0.0627,0.0934,0.0034,0.0345,0.2001,8.0,4.0,9.03,1.0,2.0,3.0,2.0,4.0,2.0,7.020992440905548,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
0.1805,0.6345,0.185,0.9552,0.0107,0.0137,0.0088,0.0024,0.0016,0.9531,0.2785,0.073,64264.0,0.0322,0.0681,0.0095,0.0412,0.1641,2.0,0.0,0.0,1.0,2.0,1.0,1.0,3.0,1.0,7.848385628123516,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
0.2432,0.6442,0.1126,0.8653,0.0114,0.0612,0.0382,0.0005,0.001,0.9554,0.4742,0.0571,78918.0,0.0217,0.0582,0.0135,0.0334,0.1979,3.0,1.0,1.28,1.0,2.0,1.0,1.0,2.0,1.0,1.7362168357485783,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
0.1917,0.6466,0.1617,0.9181,0.0265,0.0221,0.0128,0.0004,0.0035,0.9235,0.292,0.1253,56154.0,0.0395,0.084,0.0035,0.0421,0.2137,2.0,2.0,5.19,1.0,2.0,1.0,1.0,3.0,2.0,-7.803084435,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
0.1931,0.6095,0.1974,0.972,0.0034,0.0122,0.0062,0.0003,0.0,0.9535,0.2514,0.0595,61606.0,0.0377,0.0805,0.084,0.1271,0.2021,0.0,0.0,0.0,1.0,3.0,2.0,2.0,3.0,2.0,8.179078687192092,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
0.1832,0.604,0.2128,0.9574,0.0024,0.0238,0.0007,0.0029,0.0,0.9206,0.2054,0.1057,52702.0,0.033,0.0941,0.0624,0.0755,0.157,2.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,9.678423502,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
0.186,0.6244,0.1896,0.9651,0.0005,0.0159,0.0031,0.0046,0.0005,0.9098,0.1744,0.1051,55845.0,0.0283,0.117,0.0199,0.0302,0.2287,0.0,0.0,0.0,1.0,3.0,2.0,2.0,3.0,2.0,6.368664887275376,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
0.1716,0.7303,0.0982,0.8033,0.0602,0.0532,0.0615,0.0011,0.0011,0.9474,0.5243,0.1788,56808.0,0.0321,0.0562,0.0027,0.0341,0.181,4.0,4.0,13.38,1.0,1.0,2.0,1.0,3.0,1.0,-14.29126129,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
0.1792,0.6344,0.1864,0.9459,0.0203,0.0166,0.0051,0.0054,0.0,0.9206,0.1673,0.1063,55507.0,0.0445,0.0983,0.0225,0.0774,0.2187,1.0,0.0,0.0,1.0,4.0,2.0,2.0,2.0,2.0,9.436259128501137,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
0.1982,0.6592,0.1426,0.8773,0.0449,0.0299,0.0212,0.0017,0.0002,0.9463,0.3223,0.0937,60989.0,0.0423,0.0852,0.0021,0.0521,0.2248,8.0,8.0,3.67,1.0,2.0,2.0,1.0,3.0,2.0,2.8386350692637663,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
0.2115,0.6281,0.1604,0.9639,0.0045,0.016,0.0102,0.0002,0.0,0.9436,0.2246,0.0683,60326.0,0.0476,0.0986,0.0566,0.075,0.2242,2.0,1.0,0.0,1.0,2.0,1.0,1.0,2.0,1.0,4.920647718603096,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
0.1938,0.65,0.1563,0.9474,0.0075,0.0275,0.0015,0.0082,0.0,0.9327,0.2391,0.0823,66203.0,0.0385,0.1667,0.009,0.0364,0.1601,0.0,0.0,0.0,1.0,3.0,1.0,2.0,3.0,2.0,7.158703929,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
0.2043,0.6188,0.1768,0.9342,0.0049,0.0403,0.0057,0.0017,0.0023,0.9205,0.1953,0.0862,60339.0,0.0355,0.0762,0.0316,0.0384,0.2431,2.0,1.0,16.02,1.0,3.0,2.0,2.0,2.0,2.0,11.207792127409764,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
0.2136,0.6692,0.1172,0.7906,0.0622,0.0799,0.0409,0.0018,0.0008,0.9172,0.3557,0.1243,61684.0,0.0518,0.0994,0.0012,0.0522,0.1915,18.0,11.0,5.01,1.0,1.0,1.0,1.0,3.0,1.0,12.543782365134035,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
0.1976,0.6455,0.1569,0.887,0.0141,0.0724,0.0067,0.0028,0.0001,0.9001,0.2066,0.1176,53260.0,0.0489,0.1328,0.0108,0.0578,0.2366,4.0,5.0,3.22,1.0,3.0,2.0,2.0,4.0,3.0,-2.222958648,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
0.201,0.6548,0.1441,0.8102,0.0767,0.0628,0.024,0.0026,0.0,0.9298,0.3192,0.1216,56454.0,0.0489,0.0872,0.0022,0.0584,0.2144,7.0,3.0,3.51,1.0,2.0,2.0,2.0,3.0,2.0,-7.063713939,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
0.1433,0.7492,0.1075,0.8503,0.0212,0.0315,0.0687,0.0022,0.0002,0.9635,0.5025,0.2235,51201.0,0.052,0.0513,0.0168,0.0476,0.1549,6.0,2.0,2.11,1.0,2.0,3.0,1.0,4.0,2.0,-0.492358787,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
0.207,0.6442,0.1488,0.9491,0.0039,0.0242,0.0047,0.0021,0.0011,0.9557,0.2885,0.0734,67090.0,0.0523,0.0896,0.0051,0.0845,0.209,3.0,1.0,0.0,1.0,2.0,1.0,1.0,4.0,2.0,12.167276746411224,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
0.205,0.61,0.185,0.918,0.0079,0.0563,0.0047,0.0022,0.0005,0.9083,0.209,0.09,56864.0,0.0424,0.0994,0.0325,0.0987,0.1936,0.0,0.0,0.0,1.0,3.0,1.0,2.0,3.0,2.0,12.907004376025526,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
0.2203,0.6431,0.1366,0.7522,0.0293,0.1526,0.0272,0.0138,0.0009,0.8571,0.2168,0.1416,49010.0,0.05,0.1095,0.0046,0.075,0.2318,11.0,2.0,5.86,1.0,3.0,2.0,2.0,3.0,2.0,-1.224893882,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
0.2089,0.6518,0.1393,0.8985,0.0214,0.0441,0.0079,0.0091,0.0002,0.9276,0.2861,0.097,60338.0,0.0531,0.0979,0.0137,0.0675,0.1576,2.0,0.0,0.0,1.0,3.0,2.0,2.0,3.0,2.0,15.88560545717498,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.1655,0.6608,0.1736,0.9031,0.0376,0.0266,0.0023,0.0094,0.0,0.907,0.1688,0.1219,49375.0,0.0508,0.1078,0.0272,0.0441,0.1898,0.0,0.0,0.0,1.0,4.0,2.0,2.0,4.0,3.0,14.076305474492944,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.159,0.7366,0.1044,0.7976,0.0375,0.0577,0.0458,0.0212,0.0003,0.9505,0.497,0.1922,52698.0,0.0527,0.0861,0.0021,0.0347,0.162,3.0,1.0,4.3,1.0,2.0,2.0,1.0,4.0,2.0,11.287533989728916,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.2079,0.6113,0.1808,0.8366,0.0159,0.1138,0.0069,0.0043,0.0011,0.9068,0.2768,0.125,52463.0,0.037,0.1234,0.0064,0.0492,0.1368,3.0,3.0,8.62,1.0,2.0,1.0,3.0,4.0,2.0,0.6142489103695681,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.2088,0.6171,0.1741,0.8462,0.0058,0.0421,0.0061,0.0599,0.0033,0.9467,0.2043,0.082,54700.0,0.0516,0.1534,0.0029,0.0266,0.128,1.0,0.0,0.0,1.0,4.0,2.0,2.0,4.0,3.0,15.18407780167395,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.19,0.6352,0.1748,0.9417,0.0059,0.0238,0.0,0.0063,0.0,0.9231,0.2057,0.0913,56777.0,0.0705,0.1257,0.0702,0.1574,0.1286,0.0,0.0,0.0,1.0,4.0,2.0,2.0,3.0,3.0,11.579044742776734,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.2109,0.6622,0.1269,0.809,0.0439,0.0733,0.0453,0.0023,0.0003,0.9575,0.5358,0.0604,78186.0,0.041,0.0716,0.0012,0.0393,0.2092,23.0,7.0,7.16,1.0,1.0,1.0,1.0,2.0,1.0,7.6763093098651005,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
