FIPS,Percent-of-Population-Under-15-(2013-2017),Percent-of-Population-Aged-15-to-64-(2013-2017),Percent-of-Population-65+-(2013-2017),Percent-of-Population-White-(non-Hispanic)-(2013-2017),Percent-of-Populaiton-Black-(non-Hispanic)-(2013-2017),Percent-of-Population-Hispanic-or-Latino-(2013-2017),Percent-of-Population-Asian-(non-Hispanic)-(2013-2017),Percent-of-Population-Native-American/Alaska-Native-(non-Hispanic)-(2013-2017),Percent-of-Population-Native-Hawaiian/Pacific-Islander-(2013-2017),Percent-of-Population-Aged-25+-who-Have-at-Least-a-High-School-Diploma-(2013-2017),Percent-of-Population-Aged-25+-who-Have-a-Bachelor's-Degree-or-More-(2013-2017),Poverty-Rate-(2013-2017),Median-Household-Income-(2013-2017),Unemployment-Rate-(2013-2017),Percent-of-Residents-with-a-Disability-(Aged-18-64)-(2013-2017),Percent-of-Popualtion-Employed-in-Mining-and-Natural-Resources-(2013-2017),Percent-of-Popualtion-Employed-in-Construction-(2013-2017),Percent-of-Popualtion-Employed-in-Trade-Transportation-and-Utilities-(2013-2017),Number-of-Substance-Use-Facilities-(As-of-March-2023),Number-of-Mental-Health-Facilities-(As-of-March-2023),MDsPerCapita,Urbanicity,Social-Resilience-Score,Economic-Risk-Score,Social-Risk-Score,Economic-Resilience-Score,Prosperity-Index-Score,delta_death_rate,goodsam-law,goodsam-cs_Arrest,goodsam-cs_Charge,goodsam-cs_Prosecution,goodsam-cs_Law provides an affirmative defense,goodsam-cs_None,goodsam-paraphernalia_Arrest,goodsam-paraphernalia_Charge,goodsam-paraphernalia_Prosecution,goodsam-paraphernalia_Law provides an affirmative defense,goodsam-paraphernalia_None,goodsam-paroleyn,goodsam-parole_Protection from arrest,goodsam-parole_Protection from charge,goodsam-parole_Protection from prosecution,goodsam-parole_Protection from revocation of probation and/or parole,goodsam-parole_General protection from sanctions for violation of probation and/or parole,goodsam-mitigation,goodsam-mit-type_Controlled substances offenses,goodsam-mit-type_Alcohol-related offenses,goodsam-mit-type_Other offenses beyond controlled substances and alcohol-related violations
19057,0.1868,0.6014,0.2118,0.9323,0.0167,0.0236,0.0143,0.0041,0.0001,0.8901,0.1965,0.1407,46406.0,0.0347,0.1171,0.0216,0.0351,0.1891,1.0,1.0,6.25,0,3.0,3.0,3.0,3.0,3.0,24.99375156210948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19059,0.1943,0.6078,0.1979,0.8624,0.0121,0.1186,0.0023,0.0,0.0,0.8863,0.1674,0.1473,47524.0,0.0538,0.0916,0.044,0.0778,0.1809,0.0,0.0,0.0,0,3.0,3.0,3.0,2.0,3.0,28.865582603675552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19061,0.1808,0.6038,0.2154,0.9528,0.0036,0.0251,0.0,0.0071,0.0,0.9209,0.2144,0.1045,52922.0,0.0386,0.1169,0.0286,0.0125,0.2885,0.0,0.0,0.0,0,3.0,3.0,3.0,2.0,3.0,28.49408747684856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19063,0.1872,0.6017,0.2112,0.9533,0.0015,0.0255,0.0048,0.0018,0.0006,0.9276,0.1797,0.1064,47264.0,0.0585,0.1005,0.0239,0.0326,0.1985,3.0,0.0,0.0,0,3.0,2.0,3.0,3.0,3.0,22.01915666629968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19065,0.1931,0.6095,0.1974,0.972,0.0034,0.0122,0.0062,0.0003,0.0,0.9535,0.2514,0.0595,61606.0,0.0377,0.0805,0.084,0.1271,0.2021,0.0,0.0,0.0,1,3.0,2.0,2.0,3.0,2.0,24.246342843287803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19067,0.1832,0.604,0.2128,0.9574,0.0024,0.0238,0.0007,0.0029,0.0,0.9206,0.2054,0.1057,52702.0,0.033,0.0941,0.0624,0.0755,0.157,2.0,0.0,0.0,1,2.0,2.0,2.0,2.0,2.0,28.06098587597044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19069,0.1905,0.615,0.1945,0.9019,0.0064,0.0563,0.0254,0.0,0.0,0.9223,0.2202,0.1077,53970.0,0.0298,0.0932,0.0905,0.0467,0.271,2.0,0.0,6.57,0,3.0,3.0,2.0,4.0,3.0,26.269127208248506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19071,0.1844,0.6127,0.203,0.9407,0.0078,0.0373,0.0011,0.0017,0.0,0.9273,0.1993,0.0949,54813.0,0.0178,0.0799,0.0273,0.0162,0.1636,1.0,0.0,0.0,0,3.0,2.0,2.0,3.0,2.0,27.25785934944576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19073,0.1754,0.615,0.2096,0.9269,0.0119,0.0403,0.0068,0.0017,0.0,0.9169,0.2039,0.0809,51821.0,0.0343,0.0748,0.0632,0.0717,0.2299,1.0,0.0,11.54,0,3.0,3.0,2.0,3.0,3.0,23.089355806972986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19075,0.186,0.6244,0.1896,0.9651,0.0005,0.0159,0.0031,0.0046,0.0005,0.9098,0.1744,0.1051,55845.0,0.0283,0.117,0.0199,0.0302,0.2287,0.0,0.0,0.0,1,3.0,2.0,2.0,3.0,2.0,27.903732124171608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19077,0.1787,0.6442,0.1771,0.8888,0.0205,0.0448,0.0265,0.0029,0.0006,0.9197,0.1884,0.1358,49606.0,0.0488,0.1046,0.0156,0.0396,0.2556,1.0,0.0,0.0,0,3.0,3.0,2.0,3.0,3.0,25.07396820620832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19079,0.2116,0.5879,0.2005,0.9681,0.0033,0.0153,0.0025,0.0,0.0,0.8892,0.1322,0.1159,49199.0,0.0366,0.0902,0.0453,0.0468,0.1787,0.0,1.0,21.21,0,3.0,2.0,2.0,3.0,2.0,21.208907741251327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19081,0.1956,0.5984,0.206,0.9443,0.0016,0.0368,0.0029,0.002,0.0,0.9313,0.1986,0.1357,47478.0,0.0387,0.0944,0.0455,0.0564,0.2403,1.0,0.0,0.0,0,3.0,3.0,2.0,3.0,3.0,20.818153429790776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19083,0.1939,0.5895,0.2166,0.9614,0.0,0.021,0.0031,0.0071,0.0,0.9333,0.1904,0.1103,49957.0,0.0365,0.0723,0.0275,0.0458,0.1776,1.0,1.0,0.0,0,2.0,3.0,3.0,2.0,2.0,28.4050561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19085,0.1894,0.6308,0.1798,0.9584,0.0064,0.0235,0.0016,0.0005,0.0006,0.9208,0.1863,0.0984,55099.0,0.0181,0.0769,0.0427,0.0321,0.1733,0.0,0.0,0.0,0,2.0,2.0,2.0,3.0,2.0,24.500796275878965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19087,0.1787,0.6243,0.197,0.959,0.0036,0.0135,0.004,0.0006,0.0061,0.9117,0.1647,0.1379,49115.0,0.0485,0.0936,0.0182,0.0456,0.259,1.0,0.0,5.12,0,4.0,2.0,2.0,3.0,2.0,25.602949459777765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19089,0.1839,0.636,0.1801,0.9456,0.015,0.0185,0.0052,0.0019,0.0011,0.9244,0.1791,0.0927,55503.0,0.0493,0.1256,0.0101,0.0556,0.1902,4.0,0.0,0.0,0,3.0,2.0,2.0,4.0,3.0,43.57891869807981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19091,0.153,0.666,0.181,0.8115,0.0572,0.0295,0.0467,0.0001,0.0,0.9493,0.3311,0.1558,45257.0,0.0659,0.0656,0.0096,0.0301,0.198,1.0,0.0,5.66,0,1.0,3.0,2.0,2.0,2.0,22.647491790284224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19093,0.1716,0.7303,0.0982,0.8033,0.0602,0.0532,0.0615,0.0011,0.0011,0.9474,0.5243,0.1788,56808.0,0.0321,0.0562,0.0027,0.0341,0.181,4.0,4.0,13.38,1,1.0,2.0,1.0,3.0,1.0,27.46362829739589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19095,0.1792,0.6344,0.1864,0.9459,0.0203,0.0166,0.0051,0.0054,0.0,0.9206,0.1673,0.1063,55507.0,0.0445,0.0983,0.0225,0.0774,0.2187,1.0,0.0,0.0,1,4.0,2.0,2.0,2.0,2.0,24.41287046530931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19097,0.1882,0.6088,0.203,0.9697,0.0001,0.0144,0.005,0.0007,0.0007,0.9133,0.1702,0.1284,45227.0,0.0553,0.1214,0.0763,0.0515,0.2737,1.0,1.0,0.0,0,4.0,3.0,3.0,4.0,3.0,29.3140512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19099,0.1831,0.596,0.2209,0.9569,0.0045,0.0204,0.0057,0.0018,0.0,0.9431,0.1952,0.0974,54231.0,0.0183,0.0798,0.045,0.0543,0.2137,0.0,0.0,0.0,0,2.0,3.0,2.0,2.0,2.0,26.270852489163275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19101,0.1763,0.6353,0.1884,0.9097,0.0258,0.034,0.0038,0.0007,0.0,0.9181,0.1458,0.164,44568.0,0.0785,0.1504,0.0066,0.0855,0.1686,1.0,3.0,8.53,0,4.0,3.0,4.0,4.0,4.0,28.431707039690664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19103,0.1982,0.6592,0.1426,0.8773,0.0449,0.0299,0.0212,0.0017,0.0002,0.9463,0.3223,0.0937,60989.0,0.0423,0.0852,0.0021,0.0521,0.2248,8.0,8.0,3.67,1,2.0,2.0,1.0,3.0,2.0,33.47456849905537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19105,0.1904,0.6465,0.1631,0.7899,0.0107,0.1593,0.0333,0.0028,0.0012,0.827,0.1332,0.1255,51615.0,0.0432,0.1,0.0167,0.0177,0.1472,0.0,0.0,0.0,0,4.0,3.0,3.0,4.0,3.0,26.66429650697716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19107,0.181,0.6029,0.2161,0.9725,0.0013,0.0043,0.0,0.0031,0.0,0.9181,0.1651,0.1062,48768.0,0.051,0.1105,0.0063,0.0194,0.5138,1.0,1.0,0.0,0,3.0,2.0,4.0,4.0,3.0,22.988505747126435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19109,0.2376,0.5927,0.1697,0.9625,0.0005,0.0244,0.0022,0.0027,0.0007,0.9063,0.2127,0.0584,59888.0,0.0191,0.0908,0.0997,0.0501,0.1632,0.0,0.0,0.0,0,3.0,2.0,1.0,2.0,1.0,25.57544757033248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19111,0.2115,0.6281,0.1604,0.9639,0.0045,0.016,0.0102,0.0002,0.0,0.9436,0.2246,0.0683,60326.0,0.0476,0.0986,0.0566,0.075,0.2242,2.0,1.0,0.0,1,2.0,1.0,1.0,2.0,1.0,25.54115318306621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19113,0.1964,0.6322,0.1714,0.943,0.0146,0.019,0.0107,0.0009,0.0,0.9111,0.239,0.1389,49599.0,0.063,0.116,0.0188,0.0429,0.2369,3.0,1.0,4.48,0,3.0,2.0,3.0,3.0,2.0,26.876903780684465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19115,0.1998,0.6341,0.166,0.9488,0.0061,0.0181,0.0107,0.0028,0.0,0.929,0.2544,0.0985,57412.0,0.0386,0.1096,0.0094,0.0368,0.1275,2.0,0.0,0.0,0,2.0,2.0,1.0,4.0,2.0,30.123203903967227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19117,0.21,0.6168,0.1732,0.736,0.0115,0.198,0.0306,0.0014,0.0004,0.8472,0.1953,0.1075,54193.0,0.0587,0.0998,0.016,0.0409,0.1635,1.0,0.0,2.45,0,3.0,3.0,3.0,4.0,3.0,22.09402233951148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19119,0.1938,0.65,0.1563,0.9474,0.0075,0.0275,0.0015,0.0082,0.0,0.9327,0.2391,0.0823,66203.0,0.0385,0.1667,0.009,0.0364,0.1601,0.0,0.0,0.0,1,3.0,1.0,2.0,3.0,2.0,26.952361700694023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19121,0.1988,0.5851,0.216,0.9669,0.0008,0.013,0.0037,0.0024,0.0,0.9124,0.1565,0.0922,52564.0,0.0362,0.0704,0.044,0.0806,0.16,0.0,0.0,0.0,0,3.0,2.0,3.0,3.0,2.0,27.888816584549595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19123,0.1613,0.594,0.2446,0.9544,0.0055,0.0166,0.0011,0.0122,0.0,0.9049,0.1662,0.1447,41455.0,0.0407,0.1005,0.0404,0.0346,0.2134,0.0,1.0,0.0,0,3.0,3.0,2.0,3.0,3.0,22.190169754798625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19125,0.2007,0.6091,0.1902,0.9517,0.0008,0.025,0.0023,0.0,0.0,0.8814,0.1537,0.1324,47515.0,0.0585,0.108,0.015,0.0545,0.1187,2.0,1.0,0.0,0,3.0,3.0,2.0,3.0,3.0,25.113008538422903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19127,0.1808,0.6101,0.2091,0.9444,0.0,0.0339,0.0,0.0023,0.0,0.8909,0.1552,0.1506,42641.0,0.0844,0.1631,0.0549,0.0392,0.1982,2.0,1.0,0.0,0,3.0,2.0,3.0,3.0,3.0,28.90173410404624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19129,0.2111,0.6366,0.1523,0.7845,0.0167,0.1714,0.0106,0.0013,0.0003,0.8686,0.2049,0.114,55971.0,0.0447,0.0834,0.006,0.0406,0.1686,1.0,0.0,2.33,0,3.0,3.0,2.0,4.0,3.0,20.955086265105123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19131,0.1912,0.603,0.2058,0.9336,0.0048,0.0428,0.0086,0.0013,0.0004,0.921,0.1999,0.0925,52474.0,0.0269,0.1034,0.0299,0.0458,0.2491,1.0,0.0,7.11,0,2.0,3.0,2.0,2.0,2.0,28.459622909996444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19133,0.1929,0.605,0.2021,0.9105,0.0041,0.0692,0.0041,0.0013,0.001,0.8761,0.1661,0.1044,48457.0,0.0275,0.1108,0.2492,0.0497,0.1885,0.0,0.0,0.0,0,3.0,3.0,2.0,2.0,2.0,32.49918752031199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19135,0.1705,0.6265,0.2029,0.9175,0.0244,0.0298,0.0116,0.0035,0.0,0.8844,0.2188,0.1495,46128.0,0.0432,0.1359,0.0081,0.0279,0.158,3.0,2.0,12.86,0,3.0,2.0,2.0,3.0,3.0,25.72016460905349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19137,0.1908,0.5981,0.211,0.9493,0.0163,0.0216,0.005,0.0013,0.0,0.9359,0.2207,0.0906,49109.0,0.0204,0.1431,0.0452,0.033,0.1684,2.0,1.0,10.92,0,2.0,3.0,2.0,3.0,2.0,21.84598580010923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
